labLocation         ,protectionLevel     ,labName             ,labId               
24 FAGIN BUILDINGS - HENDERSON USA,3,PHARMALINE INCORPORATED,60593
15 HUMPHRYS GARDENS - LAKEWOOD FRANCE,3,VET SOLUTIONS L.P.,60594
6 HAMBLYN GROVE - ANTIOCH ITALY,0,BÉBÉ CAROTTE INC.,60595
23 CASELEY GARDENS - NASHVILLE ISRAEL,1,D & C MOBILITY SOLUTIONS INC.,60596
46 NICOLS GROVE - CENTENNIAL USA,5,G.H. WOOD + WYANT INC.,60597
39 BARBAR ESPLANADE - PEORIA UK,10,VITA FRESH VITAMIN CO INC.,60598
28 NORSE GARDENS - SAN JOSE UK,2,ATOMS F.D. INC,60599
64 COCKLIN ROAD - JACKSONVILLE USA,9,FRESHEN AIR CORPORATION,60600
24 CLARE ESPLANADE - CHARLESTON ITALY,4,HERBALIFE OF CANADA LIMITED,60601
36 HIXON TERRACE - SAN FRANCISCO UK,6,BIOSENTA INC,60602
90 KILLEN ESTATE - THOUSAND OAKS GERMANY,8,EMERALD INDUSTRIES LTD.,60603
71 ELIE GARDENS - SYRACUSE UK,5,RENALAB DIVISION OF PEGASUS MEDICAL INC.,60604
82 MCMAHON SQUARE - TEMPE USA,8,NOPEN,60605
53 MCCORMACK ESTATE - ANAHEIM UK,3,DAVID BULL LABORATORIES (CANADA) INC.,60606
9 MOYNIHAN AVENUE - TULSA ISRAEL,4,KIWI BRANDS INC.,60607
88 MEADES SQUARE - SANTA CLARA GERMANY,4,PEPIN BOUTIQUE DE HARNAIS,60608
43 BOWEN SQUARE - SUNNYVALE GERMANY,10,H & P INDUSTRIES INC. / TRIAD MEDICAL,60609
76 MCCOMBE SQUARE - GRAND PRAIRIE ISRAEL,2,COUNTRY CONNECTIONS INC.,60610
5 REYMOND DRIVE - SPRINGFIELD GERMANY,10,PRAN CHEMICAL MANUFACTURING CORP.,60611
34 CONLIN GROVE - BUFFALO GERMANY,5,PRONATURA INC.,60612
24 CLAPP PLACE - PEORIA USA,0,TAYLOR JACKSON LIMITED,60613
16 HOLME BUILDINGS - HIGH POINT FRANCE,0,NUTRENA FEEDS CARGILL LIMITED,60614
8 BETZ PARK - LITTLE ROCK USA,9,BIOMED PHARMA,60615
97 ADISON DRIVE - NORTH LAS VEGAS GERMANY,3,GLORY KINGDOM CANADA INC,60616
35 TINDAL AVENUE - CORPUS CHRISTI FRANCE,0,BRACCO IMAGING CANADA,60617
82 BLAZE PLACE - EL MONTE FRANCE,10,SEPRACOR PHARMACEUTICALS INC,60618
35 MEEK SQUARE - NAPERVILLE SPAIN,8,PRAIRIE NATURALS,60619
53 SHERIN GROVE - BILLINGS FRANCE,9,RHODIAPHARM INC,60620
33 PAULE PLACE - COLORADO SPRINGS USA,2,T & T NUTRITION INC.,60621
88 HERLIHY STREET - WORCESTER SPAIN,10,ASCEND LABORATORIES LTD,60622
25 GOODSELL ESPLANADE - PEORIA SPAIN,10,FRASER VALLEY INDUSTRIAL CHEMICALS INC.,60623
16 GAWNE DRIVE - ARVADA ISRAEL,5,GYNÉTICS LTD/LTÉE,60624
69 REEVES CRESCENT - MADISON GERMANY,3,SALUS-HAUS,60625
85 TREECE AVENUE - OLATHE SPAIN,0,KHANEJA HOMOEPATHIC SUPPLIES,60626
17 GERVAIS STREET - MILWAUKEE ITALY,4,RAMELCO LTD-SUBSID MALTBY LTD.,60627
85 JAYE ESTATE - ROSEVILLE SPAIN,5,C OTTWAY HERBALIST,60628
26 GUINEE CLOSE - EL MONTE UK,10,J & R INDUSTRIES INC.,60629
20 BAMBURY CLOSE - SEATTLE ITALY,3,TYCO HEALTHCARE,60630
95 MCKENDRY CLOSE - FRISCO GERMANY,0,BIO:NOVA COMPANY,60631
19 DODGSON DRIVE - MESA SPAIN,8,NUTRITION NOW INC.,60632
45 GOLDWORTHY CRESCENT - ARLINGTON GERMANY,1,FRANK'S MAINTENANCE PRODUCTS INC,60633
53 CROOKES CLOSE - LAFAYETTE ITALY,0,GREITER AG,60634
53 MADDOX ROAD - WATERBURY FRANCE,5,MERCK CANADA INC,60635
6 ACKROYD CLOSE - WARREN UK,6,BIOQUELL INC,60636
51 COUGHLAN CLOSE - MESQUITE UK,0,ANTITOXIN DR. HELMBOLD GMBH,60637
32 COLLIER ESTATE - CARROLLTON SPAIN,8,MIDWAY SUPPLY LTD.,60638
62 COOLIDGE SQUARE - GILBERT ISRAEL,5,CLEAN-MARK CANADA INC.,60639
95 HORAN PARK - MORENO VALLEY GERMANY,8,COLABOR INC.,60640
62 PAIGE ESTATE - TORRANCE ITALY,2,945883 ALBERTA,60641
45 CLUNY CLOSE - GLENDALE ITALY,3,CELESTE INDUSTRIES CORPORATION,60642
41 ABBOT DRIVE - PATERSON USA,0,NU-GRO IP INCORPORATED,60643
64 SHIELS SQUARE - CORONA USA,6,STELLAR PHARMACAL CORP,60644
47 HARMAN CLOSE - BOISE ITALY,9,VISION FOR LIFE INTERNATIONAL INC.,60645
80 DAILEY GARDENS - ALBUQUERQUE FRANCE,0,L'OCCITANE CANADA CORP.,60646
92 HITCHINS STREET - MODESTO FRANCE,10,INTERNATIONAL MEDICATION SYSTEMS LTD.,60647
82 GRIEVE SQUARE - PALMDALE FRANCE,0,PETER THOMAS ROTH LABS LLC,60648
69 HEAL DRIVE - CHATTANOOGA SPAIN,6,KOKEN CO. LTD.,60649
93 FINDLAY SQUARE - JACKSON SPAIN,6,ARMSTRONG CORPORATION,60650
24 MARVILLE ROAD - SALT LAKE CITY ITALY,10,PROFESSIONAL MEDICAL PRODUCTS INC.,60651
91 MULHOLLAND BUILDINGS - FLINT GERMANY,0,HUMPHREY SANITATION SUPPLIES LTD.,60652
30 MICHELLS PARK - ANCHORAGE UK,4,SAM CHEMICAL SPECIALTIES,60653
98 HARGREAVES LANE - SOUTH BEND ISRAEL,7,LAVAL PHARMA INC.,60654
62 CORNELIAS SQUARE - BILLINGS USA,7,THE BOB MARTIN EXPORT CO,60655
87 NICOLS GROVE - FORT LAUDERDALE SPAIN,8,UCB CANADA INC,60656
55 MCQUADE GARDENS - MIRAMAR SPAIN,3,H.J. SUTTON INDUSTRIES LTD.,60657
19 CRUISE GARDENS - NEW HAVEN FRANCE,4,YARDLEY & COMP LTD.,60658
1 KENDALL STREET - CARROLLTON ISRAEL,3,SIGNATURE CLUB A,60659
35 SWEENEY GARDENS - DES MOINES ISRAEL,4,QUEST PRODUCTS INC,60660
1 GRAVEL GARDENS - PASADENA USA,1,SANDOZ CANADA INC,60661
19 MCKENZIE GARDENS - NORTH LAS VEGAS ITALY,2,CONGLOM INC.,60662
7 OGBURN ESPLANADE - OVERLAND PARK GERMANY,4,WIPES.COM,60663
85 KIMBERLEY GARDENS - DETROIT UK,3,MENICON CO. LTD,60664
68 HARISON PLACE - SAN DIEGO ISRAEL,2,EURO-PHARM INTERNATIONAL CANADA INC,60665
56 HOWELL AVENUE - VICTORVILLE ITALY,7,JPJ TECHNOLOGIES,60666
5 FOX ESTATE - AKRON FRANCE,4,CYTEX PHARMACEUTICALS INC,60667
93 HANLON PLACE - WINSTON-SALEM USA,6,KNIGHT THERAPEUTICS INC.,60668
81 LISTER CRESCENT - ERIE SPAIN,9,DENTSPLY CANADA LIMITED,60669
58 NEWBERRY GROVE - SALT LAKE CITY USA,8,AXSYS DIRECT MFG,60670
78 BROADEY LANE - EL MONTE ITALY,2,NICODROPS INC,60671
33 CUMMINS SQUARE - SIMI VALLEY ITALY,1,BOYD PHARMACEUTICALS INC.,60672
12 SEELY AVENUE - RALEIGH UK,6,XENEX LABORATORIES INC.,60673
54 ALFRED PLACE - FONTANA FRANCE,8,PHARMAHERB INC.,60674
33 BOWIE BUILDINGS - DALY CITY GERMANY,2,BERROLEX INC. LES LABORATOIRES,60675
40 BETTS GROVE - OXNARD UK,0,THE FACE SHOP CO. LTD,60676
20 OAKLY LANE - HIGH POINT USA,0,INFINITY2 DISTRIBUTION INC.,60677
43 WRIGLEY ESTATE - RIVERSIDE GERMANY,4,ROCHESTER MIDLAND CORPORATION,60678
81 DEVANNY TERRACE - COLUMBIA ISRAEL,10,CV TECHNOLOGIES INC.,60679
64 LUTON ROAD - TORRANCE FRANCE,3,CARDINAL HEALTH 200 INC.,60680
49 LANGE GARDENS - COLUMBUS USA,10,QUATIC INDUSTRIES INC.,60681
9 HAWKE STREET - CLARKSVILLE UK,5,SBS PRODUCTS INC.,60682
56 MCCULLOGH STREET - BRIDGEPORT SPAIN,10,CON-O-LAB (1997) MANUFACTURERS LTD,60683
72 BLAIZE PLACE - LOS ANGELES FRANCE,6,ASSEJA LABS INC.,60684
45 BOWEY CLOSE - SYRACUSE ISRAEL,5,JOHN O. BUTLER COMPANY,60685
88 PARSSONS CLOSE - SAVANNAH SPAIN,4,CORLISON PTE LTD,60686
57 DUNLAP DRIVE - FORT WORTH USA,5,ARISE & SHINE,60687
51 CAMPBELL TERRACE - FULLERTON SPAIN,6,FINISH LINE HORSE PRODUCTS INC.,60688
95 ALEN STREET - MESA FRANCE,1,AVALLA (CANADA) INC.,60689
83 LINDSAY PARK - MADISON ITALY,7,OTSUKA PHARMA GMBH,60690
41 HEANEY ESTATE - BILLINGS SPAIN,6,SANITAL CHEMICAL LABS LTD.,60691
29 KAYE CRESCENT - GARLAND ISRAEL,1,PHARMA STRIDES CANADA CORPORATION,60692
28 FAULKNER CLOSE - ARLINGTON SPAIN,8,BIOPHARM AUSTRALIA PTY LTD.,60693
71 MCMILLAN CLOSE - RIVERSIDE FRANCE,1,PROLAB HEALTH AND BEAUTY LTD,60694
16 HEARD CRESCENT - WILMINGTON GERMANY,4,AERIN BEAUTY DIST.,60695
21 SHARPE ROAD - LITTLE ROCK GERMANY,5,MULTIMIST,60696
74 CURRANS ROAD - WEST JORDAN GERMANY,3,A G KUNZLE KRAUTERPFARRER AG,60697
22 MORRISH ESTATE - ABILENE SPAIN,0,AUSA INTERNATIONAL INC.,60698
30 DRAIN DRIVE - MONTGOMERY ITALY,10,ARBONNE INTERNATIONAL LLC,60699
34 REIS STREET - EL PASO USA,10,FRESENIUS USA MANUFACTURING INC,60700
69 CANTRILL PARK - TAMPA SPAIN,1,MACO PHARMA,60701
89 BERRIE PARK - GLENDALE ISRAEL,2,LABORATOIRE DIAMETISS,60702
75 GUBBINS LANE - DALLAS ITALY,7,NATURAL WHITE INC.,60703
83 MARIOTT TERRACE - PROVIDENCE ISRAEL,8,LOUSAL ENTERPRISES INC.,60704
71 NICHOLSON STREET - SAVANNAH GERMANY,1,ICARUS PHARMA CORP.,60705
32 FRANCES STREET - SYRACUSE SPAIN,0,INTELAGARD INC,60706
14 GOACHER LANE - AUSTIN ISRAEL,2,HERO NUTRITIONAL PRODUCTS,60707
64 COATE TERRACE - NAPERVILLE ITALY,2,LABORATOIRE FONTAINE,60708
40 CLARE STREET - CORAL SPRINGS FRANCE,9,KMS (CANADA) INC.,60709
39 PENNY ROAD - CHATTANOOGA ITALY,1,SATO PHARMACEUTICAL CO. LTD.,60710
83 MCLAUCHLIN CRESCENT - BERKELEY SPAIN,9,PROFESSIONAL VETERINARY LABORATORIES,60711
14 POPLE BUILDINGS - SAN DIEGO ISRAEL,9,NEILMED PHARMACEUTICALS INC,60712
19 SYMMONDS CRESCENT - HAMPTON FRANCE,0,PROVOST INC.,60713
47 HAYLEY CLOSE - DENVER GERMANY,6,PHARMEL INC,60714
62 NICOL CLOSE - MANCHESTER GERMANY,6,SADICK DERMATOLOGY GROUP,60715
77 OATS CLOSE - COLUMBIA SPAIN,7,COLGATE HOYT/GEL KAM,60716
2 BLAIZE DRIVE - CORONA USA,7,SIRFACE ENTERPRISES INCORPORATED,60717
40 MCGUIRE BUILDINGS - INDIANAPOLIS USA,1,TRITON PHARMA INC,60718
83 FRIZZEL CLOSE - DOWNEY ISRAEL,10,VPI PHARMACEUTICALS INC,60719
5 GARTEN ESTATE - FLINT USA,0,NEXMED USA INC,60720
89 HIRD ESTATE - DALLAS SPAIN,8,SANOFI-SYNTHELABO CANADA INC,60721
97 EDWARDS PLACE - SPRINGFIELD UK,9,PHARMAQ AS,60722
78 FARREL PLACE - BOSTON GERMANY,1,VITAL HERBES INC.,60723
69 DEKKER SQUARE - SHREVEPORT GERMANY,10,GS LABORATORIES LTD.,60724
35 KEMPT AVENUE - BURBANK SPAIN,1,INNOVATIVE BRANDS LLC,60725
16 CRONE LANE - SEATTLE FRANCE,10,MONTREAL NEUROLOGICAL INSTITUTE,60726
23 ROLAND ROAD - SHREVEPORT FRANCE,4,YORK CHEMICAL TECHNOLOGIES INC,60727
80 IRVINE SQUARE - ERIE UK,9,AIRSHIELDS,60728
81 WHATELY LANE - NORFOLK GERMANY,4,SINA LABORATORY,60729
3 AITKIN ESPLANADE - SANTA CLARITA FRANCE,2,VITAS HEALTH PRODUCTS,60730
75 DEVANEY GROVE - SAN DIEGO GERMANY,9,US VIGGO INC. (DBA VIGGO-SPECTRAMED),60731
65 BAYLIS LANE - JERSEY CITY FRANCE,1,COMPLEMENTARY FORMULATIONS,60732
9 DUNSTONE TERRACE - ARLINGTON ISRAEL,3,HENRY THAYER COMPANY,60733
85 MULLENS TERRACE - JOLIET UK,7,HOBE LABORATORIES INC.,60734
89 LACOCK PLACE - TOLEDO USA,3,TOPIX PHARMACEUTICALS INC,60735
86 BARBOUR DRIVE - BOULDER USA,6,TREND PHARMACEUTICALS INC.,60736
47 MCVEIGH LANE - CLEARWATER USA,0,HALYARD HEALTH INC,60737
45 DENNEY AVENUE - BRIDGEPORT FRANCE,0,BONEPHARM PHARMACEUTICAL (CANADA) INC.,60738
57 DUNCAN ROAD - MANCHESTER SPAIN,0,SAANICH PHARMACY,60739
58 BELCHOR CRESCENT - KANSAS CITY ISRAEL,1,NEW ERA NUTRITION,60740
8 FAIRBORNE PARK - MORENO VALLEY ITALY,1,CANADA PACKERS INC.,60741
4 CLAIRE CLOSE - SAN JOSE ITALY,1,BIONICHE ANIMAL HEALTH CANADA INC,60742
55 DEVINE GARDENS - BROWNSVILLE ITALY,7,NATIONAL CARE PRODUCTS LTD.,60743
73 GOLDSWORTHY ROAD - CARY ITALY,4,WEST CHEMICAL PROD OF CANADA LTD.,60744
70 MURTON GROVE - COLUMBUS USA,10,IRON FACTORY FITNESS PRODUCTS,60745
61 HURST PLACE - BOULDER UK,9,CUMBERLAND SWAN HOLDINGS INC.,60746
10 HAYLEY SQUARE - PEORIA GERMANY,10,RANBAXY PHARMACEUTICALS CANADA INC.,60747
79 HONEYWELL ESTATE - TACOMA USA,1,MARILOU ENRG LES PRODUITS,60748
5 ISLEY ROAD - OCEANSIDE USA,7,OFF BEAT SUNSCREEN LLC,60749
43 GRAINGER STREET - OKLAHOMA CITY UK,3,PHARMACHEMIE B.V.,60750
57 DOCHERTY SQUARE - SPRINGFIELD UK,6,MALLINCKRODT CANADA INC.,60751
62 HONEYWELL GROVE - ALLENTOWN UK,5,THREE RIVERS PHARMACEUTICALS LLC,60752
57 FALCONAR ROAD - AKRON UK,0,S & J SPORTS MEDICINE PRODUCTS INC.,60753
56 ATWOOD ESTATE - INDEPENDENCE UK,1,ALOE VERA OF AMERICA INC.,60754
69 HAIG CLOSE - WEST VALLEY CITY GERMANY,3,LABORATOIRES SOGEVAL,60755
73 CAROLL ROAD - PHOENIX GERMANY,5,INTERNATIONAL HERITAGE INC.,60756
9 COKER DRIVE - NEWPORT NEWS FRANCE,5,CAN-SELL INDUSTRIES INC.,60757
46 HOUSTON ROAD - VANCOUVER USA,0,MDA INC.,60758
56 LAWES BUILDINGS - FORT COLLINS USA,2,DISTRIBUTION SIMARD INC,60759
97 NORSE LANE - ODESSA FRANCE,4,LYPHOMED CANADA INC.,60760
85 ILLES CRESCENT - HARTFORD ITALY,3,2XL CORPORATION,60761
4 DERRICKE BUILDINGS - NEWPORT NEWS USA,2,ALYPSIS INC.,60762
19 DAMON PARK - INDIANAPOLIS FRANCE,6,COSMEDICINE COMPANIES INCORPORATED,60763
65 CONNERS AVENUE - COLUMBUS FRANCE,0,N.A.K.P. FOTO INC.,60764
3 STURGESS BUILDINGS - SOUTH BEND GERMANY,1,NORAID LABORATORIES INC.,60765
21 LANGE PLACE - SANTA ROSA SPAIN,8,TRANS CANADA HOMEOPATHIC SUPPLIES INC.,60766
69 OSBOURN CRESCENT - DES MOINES GERMANY,7,SAELY INC,60767
3 MCPHEE DRIVE - FORT LAUDERDALE GERMANY,1,LOGAN PHARMACEUTICALS INC.,60768
81 BEAUCHAMP LANE - ERIE ITALY,7,THE MEDICAL GROUP INC.,60769
47 MACKINTOSH AVENUE - ROSEVILLE ISRAEL,1,DREW CHEMICAL LIMITED,60770
38 PRENTISS CRESCENT - EL MONTE ITALY,3,ADVANTAGE SOLUTIONS INC,60771
79 RALSTON DRIVE - HAMPTON ISRAEL,4,CYANAMID CANADA INC.,60772
34 HEDDON TERRACE - ESCONDIDO GERMANY,8,MCBRAYNE FEED & SUPPLY LTD.,60773
63 DOLAN PLACE - GRAND RAPIDS UK,10,KENRA LTD.,60774
15 HIBERT ESPLANADE - HAYWARD FRANCE,8,CANAT LABORATORIES INC.,60775
49 CLEMENTS ESTATE - OVERLAND PARK ITALY,7,BIO ACTIF INC.,60776
71 COURTNAY ESTATE - WICHITA SPAIN,4,PROCTER & GAMBLE MANUFACTURING CO,60777
55 COURTICE SQUARE - CHANDLER SPAIN,0,ADRIA LABORATORIES OF CANADA LTD.,60778
72 BALE PLACE - ELK GROVE ISRAEL,3,GUTHY-RENKER LLC,60779
37 GLAZIER AVENUE - TUCSON ITALY,3,INTERNATIONAL DISTRIBUTION SYSTEMS INC.,60780
42 GIBBON AVENUE - EL PASO SPAIN,4,LABS BIOS (1975) LTEE,60781
9 BYRES SQUARE - ROCHESTER SPAIN,7,OPTREX LABS LTD.,60782
96 GUNNINGHAM GARDENS - SEATTLE SPAIN,3,PROFESSIONAL PET PRODUCTS INC.,60783
72 COULTER TERRACE - OKLAHOMA CITY ISRAEL,5,JIM LEWIS AGRI-NUTRITION (1984) INC.,60784
95 RAMOND ESPLANADE - BUFFALO UK,9,HOMEOCAN INC.,60785
85 OSBOURN ROAD - CORONA UK,1,ISAGENIX INTERNATIONAL LLC,60786
7 WILLMOTT PARK - MEMPHIS GERMANY,2,KIMBERLY-CLARK INC,60787
27 GARROWAY ROAD - LUBBOCK ITALY,4,19TH HOLE PRODUCTS LLC,60788
71 BAUER ROAD - AKRON GERMANY,10,R.X. SOLEIL EN FORME INC.,60789
96 HARTE ROAD - SAN JOSE ITALY,5,MASTER FORMULAE,60790
35 HURLEY ESPLANADE - PEORIA USA,6,MOLITOR PHARMA GMBH,60791
79 MCNICHOL STREET - CLEVELAND SPAIN,9,RODECA INC. DIVISION OF TECHNILAB INC.,60792
46 HUNTINGTON STREET - SANTA ROSA ITALY,5,SHIRE PHARMA CANADA ULC,60793
11 HERLIHY CLOSE - MORENO VALLEY UK,2,LABORATORIOS HIPRA S.A.,60794
76 BROOME GARDENS - PEORIA ITALY,6,9113657 CANADA INC,60795
77 FINNEGAN CRESCENT - CHANDLER USA,6,ALVA-AMCO PHARMACAL COMPANIES INC.,60796
48 SOLOMON ESTATE - AUGUSTA USA,3,SCHERING-PLOUGH (BRINNY) CO.,60797
49 MCGINTY TERRACE - VICTORVILLE ITALY,6,AMDIPHARM LIMITED,60798
71 SIMMONS AVENUE - THOUSAND OAKS UK,1,TAKEDA CANADA INC,60799
20 HARGROVE ROAD - CENTENNIAL UK,9,GLAXOSMITHKLINE INC,60800
31 REMIE CLOSE - RICHARDSON FRANCE,1,GR KONCZ PACKAGING,60801
81 DEMERY AVENUE - KNOXVILLE FRANCE,4,SIGNATURE PRODUCTS,60802
33 MASSON GARDENS - DETROIT GERMANY,8,SCI-TECH ENGINEERED CHEMICALS INC.,60803
1 MARK CLOSE - IRVING FRANCE,5,THERATECHNOLOGIES INC,60804
66 WAITE ESTATE - NASHVILLE USA,6,LAB DIO-PRIS INC.,60805
76 LARSEN LANE - SANTA CLARA ISRAEL,7,AUSTRALIAN BODYCARE OF CANADA LTD.,60806
67 LUNNY PLACE - LANSING SPAIN,9,CO GE CO,60807
91 GRACIE SQUARE - OVERLAND PARK UK,0,PHIBRO ANIMAL HEALTH LIMITED,60808
11 MCKENSIE PLACE - DETROIT FRANCE,10,DERMTEK PHARMA INC,60809
78 KALIN LANE - LAREDO ISRAEL,8,AFRICAN GOLD LIMITED,60810
20 CROOKES BUILDINGS - BIRMINGHAM ISRAEL,10,HUNTINGTON LABORATORIES CANADA LTD.,60811
62 CAMDON ESTATE - VISALIA GERMANY,8,ROYAL LABS INC.,60812
31 SIMONS BUILDINGS - BEAUMONT UK,2,MEDICAN TECHNOLOGIES INC.,60813
4 PEDLAR ESPLANADE - CHARLESTON ISRAEL,9,OFFICE FOR INTERNATIONAL SERVICES INC,60814
1 FORMAN SQUARE - RANCHO CUCAMONGA GERMANY,8,WAYMAR PHARMACEUTICALS INC.,60815
62 MEARA GROVE - CLARKSVILLE GERMANY,9,KAIVAC INC,60816
90 HAYE TERRACE - ELK GROVE UK,2,UNIVERSAL PHARMACEUTICALS (PTY),60817
63 MATTINGLEY ESTATE - PEMBROKE PINES USA,5,FTP-PHARMACAL INC.,60818
94 AIKENS ESTATE - SALT LAKE CITY SPAIN,7,JOANNA'S SOLUTIONS INC.,60819
68 CUNNINGHAM SQUARE - MOBILE ITALY,9,MEDSEP CORPORATION A SUBS.OF PALL CORP.,60820
66 ANTHONEY STREET - ALLENTOWN ITALY,8,NEOCHEM,60821
37 GREVES AVENUE - WEST VALLEY CITY GERMANY,3,STERLING WINTHROP INC.,60822
96 THORPE DRIVE - SYRACUSE SPAIN,5,MONTREAL VETERINARY PRODUCTS INC.,60823
85 NICOLAS GROVE - MODESTO GERMANY,7,BALLARD MEDICAL PRODUCTS,60824
18 ABBOTT ESPLANADE - AURORA USA,7,LIQUID CARBONIC INC.,60825
54 DEWAR STREET - THOUSAND OAKS UK,8,VALLEE IMPORT/EXPORT,60826
25 JACOB TERRACE - GRAND RAPIDS FRANCE,10,SPORT PHARMA USA,60827
2 LUNNY BUILDINGS - PASADENA ITALY,6,LABORATOIRES CONFAB INC,60828
33 WINDSOR STREET - ST PETERSBURG GERMANY,4,CONTEC INCORPORATED,60829
37 MORTIMORE PLACE - MORENO VALLEY ITALY,6,DISTRIBUTIONS SANBEC MONTREAL LTEE,60830
31 HUMPHRIES LANE - LUBBOCK UK,3,BRAINTREE LABORATORIES INC.,60831
84 ALLARDICE ESPLANADE - LAREDO UK,10,LABORATOIRE ORGANO-VIE,60832
4 WHATLEY CRESCENT - WEST JORDAN ISRAEL,1,HIGH CHEMICAL COMPANY,60833
56 CONNOR ESTATE - ONTARIO ISRAEL,4,NEPHRO-TECH INC.,60834
86 SHEPHARD STREET - FORT WAYNE ISRAEL,3,LUCERNE FOODS LTD.,60835
32 WOLFORD ESPLANADE - THOUSAND OAKS USA,1,BODY LIFE HEALTH AND TANNING INC,60836
41 ALLEYNE TERRACE - BOSTON GERMANY,7,BARNES HIND CANADA,60837
60 SOUTAR ESTATE - MONTGOMERY FRANCE,5,PEGASUS MEDICAL SERVICES,60838
62 HANA CRESCENT - WICHITA FALLS GERMANY,4,PROCTER & GAMBLE INC,60839
11 HUMPHRIS SQUARE - BERKELEY GERMANY,10,OTSUKA PHARMACEUTICAL CO LTD,60840
73 BROOKSBANK CLOSE - TEMPE GERMANY,1,COLOPLAST A/S,60841
52 GLENDENING BUILDINGS - WESTMINSTER FRANCE,7,ACUITY HOLDINGS INC,60842
30 LANG AVENUE - NAPERVILLE USA,7,CSL BEHRING CANADA INC,60843
24 FUREY CRESCENT - GRAND PRAIRIE SPAIN,8,ASTRA PHARMA INC.,60844
92 GRAVELLE TERRACE - INDIANAPOLIS FRANCE,3,WYETH LTD.,60845
31 HINDS SQUARE - OAKLAND ISRAEL,9,DMVET INC,60846
14 CARRUTHERS DRIVE - CHARLOTTE FRANCE,7,TOPROL ACQUISITION LLC,60847
81 JAY SQUARE - WORCESTER GERMANY,3,CARDINAUX ENRG LES PRODUITS NATURELS,60848
16 BURGHER ESPLANADE - DES MOINES SPAIN,9,SANI-MARC INC,60849
93 PHILLIP BUILDINGS - MILWAUKEE ITALY,9,CLINICIAN'S CHOICE DENTAL PRODUCTS,60850
13 MCDOUGALL LANE - POMONA FRANCE,9,TRW HOLDINGS INC.,60851
84 DRISCOL PARK - FORT WORTH USA,10,THE PROACTIV COMPANY LLC,60852
20 WAGGONER PLACE - NEWARK USA,2,BLACKHAWK INDIAN REMEDY CO,60853
92 CLOONEY LANE - RICHARDSON SPAIN,9,ALBI NATURALS,60854
42 FOREST TERRACE - ORLANDO UK,0,NATIONAL MEDICAL CARE-ERIKA MED PROD DIV,60855
55 CALLANAN CLOSE - LONG BEACH SPAIN,5,PRELAM ENTERPRISES LIMITED,60856
14 FARWELL BUILDINGS - ANCHORAGE USA,6,LAB CUNARD INC.,60857
53 DENHOLM AVENUE - MCALLEN UK,4,MEDICAL ACTION INDUSTRIES,60858
78 GIDDINGS DRIVE - THOUSAND OAKS UK,3,GUARDIAN CHEMICALS INC.,60859
64 MASSEY TERRACE - SYRACUSE UK,0,COOPERS AGROPHARM INC.,60860
100 PARKES ESPLANADE - WATERBURY ITALY,6,UPJOHN CONSUMER PRODUCTS COMPANY,60861
54 GARDENER ESPLANADE - AURORA SPAIN,6,MERLION PHARMACEUTICALS GMBH,60862
86 SCHWARZ CRESCENT - WEST JORDAN ITALY,0,STCC INC.,60863
38 HOARE LANE - CHESAPEAKE GERMANY,1,CRADLE HOLDINGS INC. ERNO LASZLO D.B.A.,60864
20 NOEL SQUARE - PEORIA UK,0,SCANDIPHARM INC.,60865
100 FAWCETT BUILDINGS - AURORA UK,9,LAB FAREX ENR,60866
90 DANSEY ROAD - WESTMINSTER ITALY,3,GRAND HEALTH NUTRITION PRODUCTS CO.,60867
1 LOE ESTATE - RALEIGH SPAIN,3,GREAT-5 INTERNATIONAL INC,60868
48 WALLIS ESTATE - PALM BAY FRANCE,0,PROFORM FEEDS INC.,60869
30 KLEIN GARDENS - NEWARK ITALY,3,MICROBIO SOLUTIONS INC,60870
64 FARMAR LANE - RICHARDSON USA,10,MCGUFF PHARMACEUTICALS INC,60871
67 SPELLMAN LANE - BILLINGS USA,4,SAVOLITE CORPORATION,60872
2 GOODYEAR AVENUE - LAKEWOOD SPAIN,2,HILARY'S DISTIBUTION LTD.,60873
43 MCGUINNESS DRIVE - ANAHEIM GERMANY,2,ALLERGAN PHARMA CO.,60874
56 CONOLLY GROVE - CHANDLER GERMANY,1,SCHERNAL PHARMAZEUTISCHE PRAPARATE,60875
26 MCCOMB GARDENS - GRAND RAPIDS UK,6,LEUNG KAI FOOK MEDICAL COMPANY PTE LTD.,60876
14 EMMET BUILDINGS - SANTA ANA ITALY,2,PARAGON-4 ENTERPRISES LTD.,60877
10 GLIDDEN TERRACE - HUNTINGTON BEACH USA,6,CONTINUUM,60878
76 GOUGH LANE - OXNARD USA,9,NASCHEM INC.,60879
99 MCLOUGHLIN DRIVE - AMARILLO UK,4,FISKE'S HORSE CARE PRODUCTS LTD,60880
25 DONOHUE CLOSE - BUFFALO GERMANY,5,SAFETEX PRODUCTS LTD.,60881
30 MORIS GROVE - BOULDER UK,10,TERRAPIN OUTDOOR SYSTEMS INC.,60882
72 MCLAUGHIN AVENUE - INDEPENDENCE ISRAEL,7,DELANO HEALTH PRODUCTS LIMITED,60883
88 QUIN SQUARE - LOUISVILLE GERMANY,3,BRISTOL-MYERS SQUIBB CANADA,60884
7 HATCHER SQUARE - TULSA ITALY,3,JD NELSON & ASSOCIATES,60885
100 FARMER TERRACE - CORAL SPRINGS FRANCE,10,SOLGAR VITAMIN AND HERB CANADA,60886
