medName             ,medType             ,medId               ,quantity            ,factCompany         
NOVOLIN 70/30,Oral contraceptives,28206,50776,HOECHST CANADA (1996) INC.
BIO-COMBINATION 3,Tranquilizers,28207,37906,QUATIC INDUSTRIES INC.
PHILITH,Antibiotics,28208,87536,ACTIVATED ENVIRONMENTAL SOLUTIONS INC
IBERIS AMARA,Oral contraceptives,28209,50051,GRIME EATER PRODUCTS LTD.
PROMACTA,Antiseptics,28210,55800,LABS SEROLAM LABORATOIRE
DG HEALTH MUCUS DM,Antimalarial,28211,63985,RADIOL CHEMICALS LTD.
NASAL D,Antibiotics,28212,13757,SUPRA PRODUCTS INC.
OLOGY,Hormone replacements,28213,58093,CAN-SELL INDUSTRIES INC.
ECHINACEA ANGUSTIFOLIA,Hormone replacements,28214,5464,N.V. PERRICONE LLC
HGH-PRO,Antimalarial,28215,47039,DAWA HCG INC.
DIABENEX,Antipyretics,28216,41650,DELTA WEST CANADA INC.
COLLOIDAL SILVER,Antibiotics,28217,96764,BABSON BROTHERS COMPANY
KYTRIL,Antibiotics,28218,48607,NORTHSIDE DEVELOPMENT CORPORATION
ULTRAVATE PAC,Hormone replacements,28219,83579,VIRTU'S INDUSTRIA E COMMÉRCIO LTDA
ROBINUL FORTE,Antibiotics,28220,49546,WURTH CANADA LTD
LIPOTOX,Hormone replacements,28221,28862,MICROBAN PRODUCTS COMPANY
BRYONIA ALBA 30C,Statins,28222,91983,LES INSTRUMENTS MEDICAUX A.B.C. INC.
PUREFORET SOOTHING,Hormone replacements,28223,48837,BETCO CORPORATION
VIEKIRA XR,Antimalarial,28224,8682,JAWS INTERNATIONAL LTD
SURRENINUM,Oral contraceptives,28225,74134,ARIVAC INC.
CVSHEALTH ANTIFUNGAL,Oral contraceptives,28226,8158,WALLACE CAMERON AND COMPANY LTD.
YOSPRALA,Hormone replacements,28227,50179,FINISH LINE HORSE PRODUCTS INC.
ARNICA ACONITUM,Antibiotics,28228,30379,MKR INTERNATIONAL INC.
NASOFLOW,Oral contraceptives,28229,2753,MAGIC TOOSH INC
CHILDRENS CHEWABLE,Tranquilizers,28230,76085,MARITIME DETERGENT INDUSTRY CO LTD/LTEE
FORMOTEROL FUMARATE,Analgesics,28231,17034,DR INSTEP INC.
CARDIOGEN-82,Antibiotics,28232,61095,MICROBIO SOLUTIONS INC
VISCUM COMP.,Antimalarial,28233,45732,LORNAMEAD BRANDS (CANADA) INC.
WHISKCARE 373,Stimulants,28234,3253,WELEDA AG HEILMITTELBETRIEBE
SAIZEN CLICKEASY,Antipyretics,28235,45085,BLAIREX LABORATORIES INC.
SYSTANE NIGHTTIME,Antipyretics,28236,15273,MEDIHERB INC.
ANTIOXIDANT DAY SPF 15,Stimulants,28237,7536,DELANO HEALTH PRODUCTS LIMITED
PHENTOLAMINE MESYLATE,Tranquilizers,28238,57350,MAX PHARMA CANADA INC.
PSORACARE,Analgesics,28239,67333,NORWOOD PACKAGING LTD
PITCH PINE,Stimulants,28240,55222,MANNATECH INC.
SALONPAS-HOT CAPSICUM,Mood stabilizers,28241,9302,CALIFORNIA NORTH
LICEMD,Antibiotics,28242,46960,E EXCEL LLC
MEDI WRINKLE CREAM,Oral contraceptives,28243,36973,ORGANON TEKNIKA CANADA INC.
LEADER MICONAZOLE 1,Oral contraceptives,28244,65533,CENTOCOR B.V.
ALLERGY HP,Hormone replacements,28245,94286,THATCHER COMPANY
PHOSPHORUS 6,Stimulants,28246,74917,STELLA PHARMACEUTICAL CANADA INC.
ACUTE CARE KIT,Stimulants,28247,64089,EMERGENT BIOSOLUTIONS BERNA GMBH
GRATIOLA OFFICINALIS,Stimulants,28248,87747,INTELLIPHARM INC
BB FIT SHEER BB,Antiseptics,28249,82773,GOLDMARK SANITATION
PROVENCE MAKEUP BASE,Antibiotics,28250,47672,THE MENTHOLATUM COMPANY OF CANADA LTD
ZODRYL AC 50,Antipyretics,28251,5386,FERTIN A/S
ASPIRIN NSAID,Antipyretics,28252,21981,CELGENE INC
SURRENINUM 200K,Hormone replacements,28253,31571,HRA PHARMA RARE DISEASES
FLU RELIEF,Mood stabilizers,28254,37989,BMB SALES AND MARKETING
VELTANE,Stimulants,28255,46012,MARITIME DETERGENT INDUSTRY CO LTD/LTEE
INFLUENZA CARE SYNERGY,Antibiotics,28256,65350,TARO PHARMACEUTICALS INC
MARQUIS,Tranquilizers,28257,23885,SUPPLEMENTS AROMATIK INC.
CONRAY 30,Oral contraceptives,28258,21189,MCCULLOUGH CARTWRIGHT PHARM CORP
STAPHYSAGRIA,Antimalarial,28259,58533,MAAG TECHNIC AG
MOLD MIX ANTIGENS,Tranquilizers,28260,17737,COLOPLAST CONSUMER PRODUCTS A/S
EYE ALLERGY RELIEF,Mood stabilizers,28261,4112,CANADIAN NATIONAL PHARMA GROUP INC
YUMMY MUMMY MILK,Analgesics,28262,84004,H S MARKETING LTD.
OLIDENTAL GARGLE,Antibiotics,28263,69832,PRESLEY LABORATORIES INC.
LYMPH 1 ACUTE,Antiseptics,28264,6488,AYERST VETERINARY LABORATORIES
OXALIS BELLADONNA,Hormone replacements,28265,66417,LIWARD MARKETING INC.
MOVATE LEMON,Hormone replacements,28266,94001,MAXIMA PHARMACEUTICAL INC.
CLEASE AND TREAT,Antiseptics,28267,90409,HONEYWELL
DENTI-CARE DENTI-RINSE,Tranquilizers,28268,22504,ECLECTIC INSTITUTE INC.
LIVER GALLBLADDER,Hormone replacements,28269,99766,INNOVATIVE BRANDS LLC
LOESTRIN 21 1.5/30,Antipyretics,28270,63654,CLIENTELE INC.
TEETHING-HP,Hormone replacements,28271,1451,AQUAMAR INTERNATIONAL
INDICLOR,Statins,28272,80438,ROCKLINE INDUSTRIES
HYDRALAZINE,Oral contraceptives,28273,48336,C.I.P.
ON DUTY UNSCENTED,Statins,28274,46899,CO GE CO
SPF 25 UVA/UVB,Stimulants,28275,70436,LABORATOIRE LEO DESILETS M.H. INC
ATOMY PROPOLIS,Stimulants,28276,66367,VAN WATERS AND ROGERS LTD.
MEDULLA ARNICA,Mood stabilizers,28277,35177,W.K. BUCKLEY LTD.
BIO CRAB APPLE,Antibiotics,28278,15497,NOVARTIS ANIMAL HEALTH CANADA INC
HEADACHE FLATULENCE,Statins,28279,51952,BEAUTY AVENUES
FEBUXOSTAT,Analgesics,28280,10349,GEORGIA PACIFIC CORPORATION
GH FLEX,Mood stabilizers,28281,89210,NATURADE INC.
NHS RHEUMATISM,Mood stabilizers,28282,41177,KINDERCARE CANADA LIMITED
PLEGRIDY,Stimulants,28283,52064,GARYSON INC.
ACD SOLUTION MODIFIED,Antibiotics,28284,48982,HILLYARD INDUSTRIES INC
P1P SKIN REBIRTH CREAM,Analgesics,28285,2244,ALPHARMA CANADA CORPORATION
GNP MEDICATED WIPES,Hormone replacements,28286,52975,NU-VITE
BURN JEL PLUS,Antimalarial,28287,66702,FULLER BRUSH/LES BROSSES FULLER
RYCONTUSS,Tranquilizers,28288,75528,CLINICIAN'S CHOICE DENTAL PRODUCTS
OAT GRAIN,Mood stabilizers,28289,8970,RHONE-POULENC RORER CANADA INC.
BIO CHERRY PLUM,Tranquilizers,28290,94779,SLUYTER COMPANY LTD.
ARNICA MONTANA 1X,Statins,28291,68002,BEARITT INC.
NESTABS ABC,Antiseptics,28292,38707,EHP
HARRIS TEETER CLEARLAX,Analgesics,28293,20594,NORTHSIDE DEVELOPMENT CORPORATION
PEDIAZOLE,Antimalarial,28294,80305,LABORATOIRE PROVENCE CANADA
LOXITANE,Mood stabilizers,28295,74559,MERZ PHARMACEUTICALS GMBH
CIRCLE K NOSNOOZE,Tranquilizers,28296,80589,PHAINO INTERNATIONAL INC.
FIBER CAPLETS,Antipyretics,28297,11657,VITAPHARM CANADA LTD.
OXYTROL FOR WOMEN,Antiseptics,28298,57725,GLADES DIVISION OF STIEFEL CANADA INC.
PANDANUS CALC. CARB,Hormone replacements,28299,99143,PROFESSIONAL CLEANER PRODUCT LTD
HUMALOG MIX 50/50,Analgesics,28300,88192,NUTRIBALANCE
LAXATIVE PILLS,Antibiotics,28301,9824,NATURAL WHITE INC.
RIAX,Statins,28302,44629,GRAND VALLEY FORTIFIERS LTD.
OKRA,Hormone replacements,28303,47821,MICHAEL'S EQUIPMENT (OTTAWA) LTD.
HEADACHE DRY COUGH,Tranquilizers,28304,14441,ORAPHARMA INC
ELIFEMME,Antimalarial,28305,98541,KLINGE PHARMA GMBH
BLOCKOUT FOOT WIPES,Statins,28306,84903,NIKKEN USA INCORPORATED
HEADACHE SOOTHE,Oral contraceptives,28307,98099,CYANAMID CANADA INC.
FACE SAVER GEL,Oral contraceptives,28308,43515,LOXALIC
QUTENZA,Antipyretics,28309,31490,BOTANICAL LABORATORIES INC.
SYNRIBO,Stimulants,28310,85953,MICRO-SCIENTIFIC LLC
PHYTOGEL,Oral contraceptives,28311,83744,AG SERVICES INC.
TOPCARE NOSE DROPS,Mood stabilizers,28312,52323,PROMOTION ECO ST-CLAIR INC.
AUGMENTIN '400',Hormone replacements,28313,81133,NERL DIAGNOSTICS CORPORATION
UNDA 22,Oral contraceptives,28314,79902,RECRO GAINESVILLE LLC
FAMILY CARE TOLNAFTATE,Stimulants,28315,40178,PHARMA STRIDES CANADA CORPORATION
INDULGENCE/PROPOWER,Antiseptics,28316,69873,PAULA'S CHOICE LLC
HERPES SIMPLEX REMEDY,Antimalarial,28317,51017,EHP
BIOGLO,Antipyretics,28318,21558,PANTINA COSMETICS INC.
DR.G HONEY HAND CARE,Antiseptics,28319,20336,CHAUVIN PHARMACEUTICALS LIMITED
MACADAMIA NUT,Antiseptics,28320,80768,LONGSET LABORATORIES INC.
GIM,Antimalarial,28321,68085,G.K. CHEMICAL SPECIALTIES CO. LTD.
ACTEMRA,Oral contraceptives,28322,89081,MONNOL IMPORT/EXPORT INC.
SKIN ACTIVATOR DAY,Tranquilizers,28323,68246,CAROLINA MEDICAL PRODUCTS COMPANY
PURELL COTTONY SOFT,Statins,28324,88689,ELCO FINE FOODS INC.
VEINAMINE 8%,Oral contraceptives,28325,25865,XONEX HEALTH EDUCATION RESEARCH ACADEMY
CLOZAPINE,Antiseptics,28326,36543,ACTI-BILE (1987) INC.
FRESHANDS,Antibiotics,28327,10779,PHARMA STRIDES CANADA CORPORATION
VINORELBINE,Antiseptics,28328,89991,LIFE CRYSTAL INC.
VARIBAR THIN LIQUID,Antimalarial,28329,8102,CAPITAL CITY SUPPLIES LTD.
SHORT RAGWEED,Antibiotics,28330,19674,NUTRA THERAPEUTICS INTERNATIONAL
STUDIO MOISTURE FIX,Antimalarial,28331,24768,ALTON LAIRD PHARMACEUTICALS LTD.
VEETIDS,Tranquilizers,28332,56884,MAPLE PHARMACEUTICALS INCORPORATED
RUTA GRAVEOLENS 6C,Mood stabilizers,28333,19920,CHENCHIAM INC.
SPRY XYLITOL CINNAMON,Antimalarial,28334,73139,PURETEK CORPORATION
DAYRELIEF,Tranquilizers,28335,77415,ENVIRO SOLUTIONS LTD
ADMELOG,Statins,28336,48911,EUSA PHARMA INC
FROVA,Statins,28337,68118,AMAG PHARMACEUTICALS INC
NITETIME SINUS RELIEF,Oral contraceptives,28338,79719,NORTH AMERICAN INFECTION CONTROL LTD
SYMBIO FORTI DROPS,Oral contraceptives,28339,75847,CEVA LABORATORIES INC.
GATTEX KIT,Oral contraceptives,28340,84571,FRESENIUS KABI CANADA LTD
GALLIC ACID,Antipyretics,28341,12681,DETO APS
CHILDRENS TUSSIN DM,Oral contraceptives,28342,88738,VIADENT INC. SUBSID VIPONT LABS INC.
THROAT-SPRAY TONE,Tranquilizers,28343,98072,SANOFI PASTEUR INC
HEMMOREX-HC,Oral contraceptives,28344,15820,YSL BEAUTÉ CANADA INC.
KROGER BABY SUNSCREEN,Mood stabilizers,28345,69863,JAMES ALEXANDER CORPORATION
E-Z SCRUB 241,Antibiotics,28346,26941,YORK CHEMICAL TECHNOLOGIES INC
METHSCOPOLAMINE,Statins,28347,5036,CHANGES INTERNATIONAL-CANADIAN ADDRESS
DRH WHITENING G2 SERUM,Antiseptics,28348,89527,MAC-PHSU CANADA INC.
ENEMA SALINE,Analgesics,28349,10858,LINCOLN MEDICAL LIMITED
SUNMARK STAY AWAKE,Tranquilizers,28350,31651,BIMEDA-MTC ANIMAL HEALTH INC
EARWAX REMOVAL,Tranquilizers,28351,12044,LERNAPHARM (LORIS) INC.
PETASITES VERONICA,Tranquilizers,28352,40670,QUICKIE MANUFACTURING CORPORATION
ENDOPURE PRO,Analgesics,28353,98435,ADAMS VETERINARY RESEARCH LABS INC.
BIOBLAST PAIN RELIEF,Mood stabilizers,28354,47407,STANMAR INTERNATIONAL
PERFECT CALMING,Antibiotics,28355,2516,BIOCEUTIX INC.
CHRYSOLITH 6,Hormone replacements,28356,88164,MANSFIELD MEDICAL DISTRIBUTORS LTD
BRONCHIFORCE,Oral contraceptives,28357,89527,ABC COMPOUNDING CO. INC.
BASIL,Oral contraceptives,28358,44245,BISCO INCORPORATED
AMBI FADE,Antiseptics,28359,77057,ALDA PHARMACEUTICALS CORP.
STANDARDIZED CAT HAIR,Antiseptics,28360,27091,DOMINION PHARMACAL
ECZEMOL,Stimulants,28361,96546,NUTRIVAC LTEE
HALLSMELON SPLASH,Statins,28362,49656,SEA-TONE INC.
LITHOSTAT,Mood stabilizers,28363,21726,GENERAL HOMEOPATHIC CORPORATION
CODAR,Oral contraceptives,28364,63030,INTER-ACTIVE PHARMACEUTICALS
M-HIST PD,Tranquilizers,28365,41323,SUN BUM LLC
PM GET RELIEF,Tranquilizers,28366,94321,PVL NUTRIENTS LTD.
AGE DEFENSE BB CREAM,Antipyretics,28367,32410,IVAX LABORATORIES INCORPORATED
LIALDA,Antipyretics,28368,26889,SMITH KLINE ANIMAL HEALTH PRODUCTS
ZZZSLEEP,Mood stabilizers,28369,35036,BESINS HEALTHCARE S A
CURE-AID CORN PLASTERS,Hormone replacements,28370,17049,NORTHROP SCOTT INC.
PROFUSE SWEATING,Analgesics,28371,91187,ORCHARD MANUFACTURING CO. PTY LTD
BITING INSECT ANTIGEN,Antiseptics,28372,20416,UNIMARK REMEDIES LIMITED
COLOCORT,Antimalarial,28373,45713,GREAT-5 INTERNATIONAL INC
MONILIA MIXTURE,Mood stabilizers,28374,69397,NUTRIMETICS INTERNATIONAL (CANADA) INC.
M.V.C. 9+3,Antimalarial,28375,45036,S.H. TWO HYGIENIC PACKAGING LTD.
OYSTER,Oral contraceptives,28376,50194,DEP CORPORATION
SYNCOL,Tranquilizers,28377,57460,LEYSONS PRODUCTS
PRO-C-DURE 5 KIT,Antimalarial,28378,25107,VIVIER CANADA INCORPORATED
HECTOROL,Antibiotics,28379,15251,AIM INTERNATIONAL INC.
BIDIL,Oral contraceptives,28380,44137,PROLAV INC.
LORVATUS PHARMAPAK,Analgesics,28381,52885,CROWN CHEMICAL PRODUCTS INC.
PSEUDOEPHEDRINE,Tranquilizers,28382,11098,PATRIOT A DIVISION OF JANSSEN INC
FAST RELIEF REUMACETIN,Antibiotics,28383,24170,CESCO SOLUTIONS INC.
MELPHALAN,Antiseptics,28384,86785,CHEMPRO DIVISION OF DIVERSEY INC.
CAREONE NICOTINE,Antimalarial,28385,97360,OCULUS INNOVATIVE SCIENCES INC.
MICRONIZED BPO WASH,Antipyretics,28386,21408,ORALABS INC
JUSTICE,Stimulants,28387,98974,RODECA INC. DIVISION OF TECHNILAB INC.
DAYTIME AND NITETIME,Antipyretics,28388,50732,GOLDEN PRIDE/RAWLEIGH
LEGATRIN PM,Oral contraceptives,28389,29293,PRO-DERMA INC.
MEMBERS MARK ALLERGY,Antibiotics,28390,96728,HERBALIFE INTERNATIONAL OF AMERICA INC.
KENDALL ANTIFUNGAL,Oral contraceptives,28391,13290,STRUTHMANN ENTERPRISES LTD.
METROCREAM,Statins,28392,15690,MD SKINCARE BY DR. DENNIS GROSS LLC
ADVIL MIGRAINE,Antipyretics,28393,25569,GERBER PRODUCTS COMPANY
CYONANZ,Oral contraceptives,28394,8513,CANADIAN ICE INTERNATIONAL
P.A.S. SODIUM,Analgesics,28395,47834,AMWAY CORPORATION
PHOSPHATE,Hormone replacements,28396,91129,DELTA WEST CANADA INC.
LIVE BETTER,Antimalarial,28397,56979,EXIR PHARMA INC
CISATRACURIUM BESYLATE,Analgesics,28398,44063,S.C. JOHNSON AND SON LTD.
ENERGY BOOSTER ESSENCE,Antipyretics,28399,14537,BIOLOGISCHE HEILMITTEL HEEL GMBH
DEPRESSION COMPLEX,Antimalarial,28400,3486,ANDERSEN PRODUCTS INC
E-GLADES,Oral contraceptives,28401,71412,PENEDERM INC.
ADDERALL XR 30,Antipyretics,28402,92462,ZOECON CANADA INC.
CUBEBA OFFICINALIS,Antibiotics,28403,99594,CARLISLE LABS INC.
DYNAREX ANTIFUNGAL,Hormone replacements,28404,92918,ASSOCIATED NATIONAL BROKERAGE INC.
BAHIA GRASS POLLEN,Stimulants,28405,20068,FASS PHARMACEUTICALS CANADA INC.
ZILEUTON,Oral contraceptives,28406,2459,MEDLINE INDUSTRIES INCORPORATED
TRAVAMULSION 10%,Antibiotics,28407,35225,WEB PACK INTERNATIONAL INC.
ALLERGY RELIEF-D,Antiseptics,28408,38314,XONEX HEALTH EDUCATION RESEARCH ACADEMY
VIBRAMYCIN,Antibiotics,28409,23583,DONG WOO PHARMACEUTICAL CO LTD.
CHIDANGWON 300,Antimalarial,28410,78420,SUMMERBERRY PRODUCTS
MEVACOR,Antiseptics,28411,80975,COSMEDICINE COMPANIES INCORPORATED
TROLLS HAND SANITIZER,Mood stabilizers,28412,67063,NATROL INC.
THERABREATH TOOTHPASTE,Antiseptics,28413,86625,FLAGEOLI LIMITED
NEXCEDE,Mood stabilizers,28414,76145,EVONIK STOCKHAUSEN INC
ALZ,Antipyretics,28415,55820,J.G. ROSS NUTRITION
INTESTINAL DISTRESS,Analgesics,28416,33051,SOCIETE MULTHI INC.
LICE TREATMENT,Analgesics,28417,60271,MARILOU ENRG LES PRODUITS
DAKOTA MUSCLE RELIEF,Antipyretics,28418,86661,SELF HEALTH RESOURCE CENTRE
SKIN LIGHTENING CREAM,Statins,28419,4711,LIFESCIENCE TECHNOLOGIES
LYCOPODIUM BERBERIS,Antimalarial,28420,7312,NUTRITECH
AKBETA,Hormone replacements,28421,19991,EMDOKA BVBA
GERMSTARORIGINAL,Tranquilizers,28422,20118,IMPACT SOULUTIONS INC
ULTRASTRENGTH,Statins,28423,76946,CARRINGTON LABORATORIES INC.
COLD MULTI-SYMPTOM,Mood stabilizers,28424,17359,VALTEC LABS INC.
JUNIOR PAIN RELIEF,Antiseptics,28425,98537,SOURIS VERTE
BONE AND JOINT REMEDY,Antibiotics,28426,40282,BODYCARE AUSTRALIAN TEA TREE OIL
RUBBING,Antipyretics,28427,20713,SUMMIT LABORATORIES INC.
HEALTH MART FIBER,Analgesics,28428,57766,EUSA PHARMA INC
H-MOLLUSCUM FORMULA,Stimulants,28429,62762,VITAL HERBES INC.
LEADER SINUS RELIEF,Antipyretics,28430,50394,AMAZON TRADING COMPANY
G-DOLOGEN,Mood stabilizers,28431,43008,UNISOURCE CANADA INC.
NATORAL KOREAN GINSENG,Antiseptics,28432,86514,KUTOL PRODUCTS COMPANY INC
EASE REMEDY WATER,Stimulants,28433,24540,PURE PLANET PRODUCTS INC.
CHILDRENS DIBROMM,Tranquilizers,28434,6405,SOCIETE MOREX ENRG
YAT TIP TOR,Statins,28435,86160,LANCELOT BIOTECH INC.
POST-DENTAL VISIT,Analgesics,28436,7593,PRODUCT EXCELLENCE INC.
ADYPHREN AMP II KIT,Antimalarial,28437,64284,SAOL THERAPEUTICS RESEARCH LIMITED
STUDIO FIX FLUID,Tranquilizers,28438,83,NU-WORLD CORPORATION
BLISTEX SOFT AND LUSH,Tranquilizers,28439,98465,DREW CHEMICAL LIMITED
KIDS ANTICAVITY,Statins,28440,16808,SAM CHEMICAL SPECIALTIES
MEIJER CAPSAICIN,Antimalarial,28441,8577,MASTER FORMULAE
TRANDATE HCT,Analgesics,28442,87141,ODORTECH OF CANADA (1999)
BONSITY,Statins,28443,45613,PHILLIPS YEAST PRODUCTS
MEDROLOAN SUIK,Antibiotics,28444,11112,DAWHERBS INCORPORATED
ANTACID FRUIT CHEWS,Antipyretics,28445,38699,MARIO BADESCU SKIN CARE
HYALUCOLLAGEN MOISTURE,Oral contraceptives,28446,56881,CHX TECHNOLOGIES INC
ADEFOVIR DIPIVOXIL,Statins,28447,89811,SPURRIER CHEMICAL COMPANIES INC.
ARTICAINE,Antiseptics,28448,4783,RIKER CANADA INC.
CASTIVA WARMING,Statins,28449,41610,BANNER PHARMACAPS (CANADA) LTD.
AREDIA,Hormone replacements,28450,26535,LITE & RITE INC.
DRY EYE FORTE,Tranquilizers,28451,176,STARWELL BIOTECH (CANADA) INC.
HYDROMARINE,Antipyretics,28452,74043,GE HEALTHCARE CANADA INC
PREVENS,Tranquilizers,28453,74280,PHARMA STRIDES CANADA CORPORATION
SECALE CORNUTUM,Antimalarial,28454,59998,KEMSOL PRODUCTS LTD.
NITHIODOTE,Statins,28455,52178,FOREST TOSARA LIMITED
FLOVENT HFA,Antipyretics,28456,89674,NORA PHARMA INC
ANEXSIA 5/325,Antibiotics,28457,17329,MEDICINE POP INC.
BIOBRON,Antimalarial,28458,66786,COMBE INCORPORATED
UNDA 19,Antibiotics,28459,56449,THIERRY MUGLER PARFUMS
HYDRO SPLASH BB,Statins,28460,59280,SYSTEM PHARMACEUTICAL
ALCOHOL WIPE,Antibiotics,28461,88298,NEXT GENERATION PHARMA INC
MARK. BLEMISH BANISHER,Hormone replacements,28462,43086,GLOOR-COX CONSULTING INC.
PLAN B ONE-STEP,Antiseptics,28463,57236,NATIONAL SANITATION AND SUPPLY CO. LTD.
INFLUAFORCE PLUS,Hormone replacements,28464,31298,PERRIGO INTERNATIONAL
CAREONE HEMORRHOIDAL,Stimulants,28465,92714,PEGASUS GROUP INC.
PURE KLEEN,Tranquilizers,28466,67201,BUBCHEN WERK - EWALD HERMES
TETRAVISC,Antipyretics,28467,4252,EFFECLEAN CANADA INC.
POLLEN GUARD GRASS MIX,Antipyretics,28468,7194,ALCHEMED CANADA
HYPERCARE,Hormone replacements,28469,78475,WING QUON ENTERPRISES LTD.
MYCOPHENOLATE MOFETIL,Hormone replacements,28470,31650,FORTIUS CANADA INCORPORATED
VELVET ON THE GROUND,Analgesics,28471,54843,NEOCHEM
NAT SULPH,Antimalarial,28472,68630,PROFESSIONAL MEDICAL PRODUCTS INC.
ENDOMETRIN,Analgesics,28473,71670,FARNAM COMPANIES INC
MAXITROL,Tranquilizers,28474,30340,TIANJIN TIANSHI GROUP CO. LTD.
ROCALTROL,Antibiotics,28475,68485,DREW MARINE
FENOPROFEN CALCIUM,Stimulants,28476,41970,ACTAVIS PHARMA COMPANY
OLEUM SANTALI,Antipyretics,28477,34016,SAOL THERAPEUTICS RESEARCH LIMITED
SMUT BARLEY,Antibiotics,28478,21862,3M CANADA INC.
LEMON QUARTZ,Analgesics,28479,32361,HERBION CANADA
CAREONE TUSSIN DM,Stimulants,28480,34224,BELL PHARMATECH CORPORATION
RENOVUE-DIP,Antipyretics,28481,81088,VET LINK LIMITED
E.E.S.,Tranquilizers,28482,77516,COSMETEX LTD.
REXALL BISMUTH,Antimalarial,28483,51938,OPTREX LABS LTD.
VANACOF AC,Mood stabilizers,28484,98344,SUMMERBERRY PRODUCTS
BUMINATE,Analgesics,28485,44493,BIOMED
AQUAVIT 1,Antipyretics,28486,59462,ORIS COSMETICS LTD.
TAFINLAR,Antibiotics,28487,54612,BARD PHARMACEUTICALS (1990) INC
SANI-SOFT,Antimalarial,28488,84254,BLOCK DRUG COMPANY (CANADA) LTD.
FLU AND SORE THROAT,Oral contraceptives,28489,79980,JAZZ PHARMACEUTICALS IRELAND LIMITED
HEMRID MEDICATED WIPES,Stimulants,28490,35746,M.L.P. COSMETIQUES INC.
ADCETRIS,Antibiotics,28491,76161,KAIVAC INC
APTIOM,Tranquilizers,28492,40799,NEW ERA NUTRITION
PREPARATION H,Tranquilizers,28493,17410,COUNTRY CONNECTIONS INC.
ASPIRIN LOW DOSE,Oral contraceptives,28494,60971,RICHLEA HOLDINGS LTD.
PULSATILLA TORMENTILLA,Antibiotics,28495,26864,EFFECLEAN CANADA INC.
ALLERGIEMITTEL,Mood stabilizers,28496,87397,LABORATOIRES SOGEVAL
MENTHOLUM,Antiseptics,28497,88342,WISCONSIN PHARMACAL CO. LLC
ARGATROBAN,Hormone replacements,28498,612,CUFF CLEANER INC.
COLD SORE SUPPORT,Antibiotics,28499,48321,SHEFFIELD LABORATORIES
MACROBID,Oral contraceptives,28500,55550,EMD SERONO A DIVISION OF EMD INC CANADA
BLEMISH,Tranquilizers,28501,68061,FLU GOO CORPORATION
P9 PHOTO CLEANSER,Antimalarial,28502,32703,JPJ TECHNOLOGIES
MYRICA CERIFERA,Stimulants,28503,11788,HENRY THAYER COMPANY
DIGICLEAN,Stimulants,28504,77926,EUROPE COSMETIQUES INC.
PRESCRIPTIVES,Antibiotics,28505,47810,XTTRIUM LABORATORIES INC.
DEPRESSOFORCE,Antibiotics,28506,33816,NU-GRO IP INCORPORATED
BENZOIN TINCTURE,Antipyretics,28507,77893,BIODERM TECHNOLOGIES INC
TRUE ESSENTIALS,Stimulants,28508,24554,BGP PHARMA ULC
LONHALA MAGNAIR KIT,Stimulants,28509,18095,J C BRIGHT M. LTD
ANTI CHAFE BALM,Stimulants,28510,67553,MEDICINE POP INC.
PHYCOMYCES,Antiseptics,28511,67987,THROMBOGENICS NV
ORIS CHX,Oral contraceptives,28512,50196,VITAMEC USA
GILTUSS TOTAL RELEASE,Hormone replacements,28513,55540,FREEMAN COSMETIC CORP.
SISAMO 40 (NUMBER 67),Statins,28514,92375,HALYARD HEALTH INC
DG HEALTH SORE THROAT,Oral contraceptives,28515,92936,THUNA HERBALIST
ASTRAMORPH PF,Antimalarial,28516,96706,SANI-MARC INC
VERATRUM ALBUM,Analgesics,28517,66375,ROXTON INDUSTRIES INC
SPRAYOLOGY DIET POWER,Antibiotics,28518,89108,HENRY THAYER COMPANY
KLOR-CON M15,Mood stabilizers,28519,48238,STEROBIOTICS INC.
LIM 40 NUMBER 579,Oral contraceptives,28520,79625,LIFEFORCE NUTRI-BLENDS CANADA INC.
AQUACOOL BLUE 120,Antimalarial,28521,7597,CONVATEC CANADA LTD
TREATMENT SET TS350094,Mood stabilizers,28522,44672,UNIK LABORATORY
LOVEA,Antibiotics,28523,74995,PUBLIC BENEFITS PHARMA
AURUM 30,Analgesics,28524,13893,BODY FORCE
BLUEBERRY,Statins,28525,39811,KENTRON HEALTH CARE INC.
THYRO-CHORD,Oral contraceptives,28526,74874,BAUSCH & LOMB CANADA INC.
ULTRAM,Tranquilizers,28527,18430,LISE WATIER COSMETIQUES INC
CHEEKY FRESH,Analgesics,28528,76109,CUSTOM LABORATORIES INC.
ATOBOS WASH,Hormone replacements,28529,6676,BIO-PHARM INC.
DURAPHYL,Mood stabilizers,28530,48640,LA COOP FEDEREE
ORIGINAL NO DRIP NASAL,Antibiotics,28531,36529,GORDON LABORATORIES
ENLON PLUS,Tranquilizers,28532,26206,CYTEX PHARMACEUTICALS INC
BLENOXANE,Antiseptics,28533,35354,NUTRI-DYN PRODUCTS LTD.
REXALL ALCOHOL PREP,Statins,28534,57308,LAFARGE LABORATOIRES
BALZIVA-28,Hormone replacements,28535,54403,GOOD'N NATURAL
BLANX WHITE SHOCK,Tranquilizers,28536,90641,BIO:NOVA COMPANY
PERRIGO IBUPROFEN,Antiseptics,28537,88019,NIMPRO LTEE PRODUITS CHIMIQUES
ESSENTIALS TRIAL KIT,Stimulants,28538,82826,STRUTHMANN ENTERPRISES LTD.
