virusName           ,virusId             ,sources             ,dangerLevel         
RINGLEY,81356,RUSSIA,59
SNOW MILL,81357,MONTSERRAT,80
MOODIE,81358,MACEDONIA,37
TARAZED,81359,NORFOLK ISLAND,88
STERRETT,81360,BOTSWANA,67
RHODES,81361,TANZANIA,46
SARCINA,81362,DOMINICAN REPUBLIC,78
HYADUM I,81363,GUATEMALA,53
HACQUETIA,81364,BRITISH VIRGIN ISLANDS,100
ROTAVIRUS,81365,CAMEROON,47
GROVE,81366,CYPRUS,27
COBHOUSE,81367,LATVIA,70
HACKEN,81368,BURUNDI,9
JINTANG,81369,BURUNDI,22
LUTEIMONAS,81370,TRINIDAD AND TOBAGO,8
ANGUILA,81371,SOMALILAND,80
TANACETUM,81372,SAINT LUCIA,85
CLUB MOSS,81373,BOSNIA,80
DINAS PITS,81374,THAILAND,17
CUNONIA,81375,SOUTH KOREA,87
ASPENSHAW,81376,GUINEA-BISSAU,2
COSELEY,81377,GERMANY,19
HITCHCOCK,81378,LIBYA,22
ASKØ,81379,NORFOLK ISLAND,79
TRIBBOCK,81380,NORTH KOREA,21
COLOR,81381,SWEDEN,83
SARATOGA,81382,NEW CALEDONIA,19
USSR 948,81383,NEW CALEDONIA,79
LEVEN,81384,CHAD,65
HYSTERIA,81385,BRITISH VIRGIN ISLANDS,4
FISHLEY,81386,NIGER,61
LYTLEY,81387,SAINT HELENA,28
BEAMENT,81388,FALKLAND ISLANDS,84
ECHINACEA,81389,GREECE,74
SIXMILE,81390,PUERTO RICO,86
HAMSTERLEY,81391,LUXEMBOURG,22
BROCKHOLES,81392,PORTUGAL,88
ED ASICH,81393,CAYMAN ISLANDS,16
SPARTINA,81394,SOMALILAND,60
HOLDEMANIA,81395,GUINEA BISSAU,8
STOMATIUM,81396,TRINIDAD,49
MELITTIS,81397,PORTUGAL,66
HOPTON,81398,TRINIDAD,7
ELIZABETH,81399,CAMEROON,79
HOYA,81400,UNITED KINGDOM,55
WOODRUSH,81401,CAMEROON,16
LARCH,81402,MONTSERRAT,88
PONUI,81403,SUDAN,21
BURRAY,81404,CAMBODIA,65
ARRIBA,81405,WALLIS AND FUTUNA WALLIS AND FUTUNA,70
ALKRINGTON,81406,FINLAND,67
TERROR,81407,KOSOVO,3
EDEN DRIFT,81408,TAJIKISTAN,35
PETUNIA,81409,SAINT HELENA,79
COBAEA,81410,CAYMAN ISLANDS,1
ROTOROA,81411,LUXEMBOURG,5
MILK VETCH,81412,TURKEY,42
SHIP,81413,ASCENSION ISLAND,17
SOTRA,81414,SWAZILAND,33
MANILAID,81415,BURUNDI,9
EAST SLADE,81416,MADAGASCAR,86
MALSMSEY,81417,NEW ZEALAND,24
HEIMAEY,81418,MACAU,95
MARANTA,81419,AUSTRIA,93
SCHISANDRA,81420,EQUATORIAL GUINEA,64
MAYTENUS,81421,JORDAN,35
BUDDLEJA,81422,CUBA,94
CHROMATIUM,81423,NORTH KOREA,6
EREBOS,81424,NAGORNO-KARABAKH,88
NEACHILLS,81425,BRAZIL,12
MYRRHIS,81426,JERSEY,79
SHAW HOUSE,81427,NAMIBIA,84
LAZY,81428,ABKHAZIA,61
WITCHHAZEL,81429,TRINIDAD AND TOBAGO,62
VCS,81430,NETHERLANDS ANTILLES,99
GEORGE INN,81431,UK,22
BACILLUS,81432,IVORY COAST,4
SCHOOL,81433,AZERBAIJAN,61
MOORLANDS,81434,KENYA,6
LITTLEBURN,81435,IRAQ,78
PANAX,81436,DHEKELIA,34
ROSE GRAPE,81437,ENGLAND,78
SPIRAEA,81438,GEORGIA,35
PRAGIA,81439,UNITED ARAB EMIRATES,80
JEJU,81440,SENEGAL,66
CONSALL,81441,ARUBA,71
ROSA,81442,UKRAINE,69
GEMINI,81443,SOUTHERN IRELAND,10
BOGSIDE,81444,NICARAGUA,27
CORONATION,81445,ANGUILLA,40
OKI DAITO,81446,ZIMBABWE,57
CARR CLOSE,81447,SAMOA,38
SUBTERCOLA,81448,HONDURAS,97
GASTRITIS,81449,BOTSWANA,68
WESTFIELD,81450,AUSTRALIA,49
PORANA,81451,ENGLAND,13
RED SPRUCE,81452,BENIN,81
SHIBDEN,81453,MAYOTTE,64
BROWALLIA,81454,CAMBODIA,58
FOGSHAW,81455,CHILE,26
STROKE,81456,SOMALIA,31
OUREA,81457,NICARAGUA,48
STEWART,81458,TONGA,22
NATUNA,81459,MAYOTTE,67
SELSTON,81460,SINGAPORE,16
GYNURA,81461,COSTA RICA,38
KILNHURST,81462,TOKELAU,78
GARSWOOD,81463,NEW ZEALAND,71
WASHINGTON,81464,NORTH KOREA,14
DUKINFIELD,81465,AMERICA,97
MOOR,81466,ARGENTINA,69
UVULARIA,81467,EGYPT,98
WEST WYLAM,81468,NEW CALEDONIA,81
GRYTØY,81469,SAN MARINO,28
SAGITTARIA,81470,GUYANA,10
HANMER,81471,GUERNSEY,21
FURCRAEA,81472,NAMIBIA,93
FONE SEX,81473,INDONESIA,99
ST JOHNS,81474,ICELAND,16
SAND ROCK,81475,SOMALIA,77
WEST SHIP,81476,TUNISIA,25
MORE,81477,IRAQ,34
ROUGH LEA,81478,AUSTRALIA,15
BANDIT,81479,MACAU,91
BOWENIA,81480,UNITED ARAB EMIRATES,22
FORNATION,81481,BELIZE,44
CARDAMINE,81482,RWANDA,91
CABBAGE,81483,PARAGUAY,61
LIB,81484,SAMOA,63
GANNOW,81485,SAINT MARTIN,6
LINDAU,81486,NIGERIA,61
TOWNHILL,81487,FAROE ISLANDS,16
RHODANTHE,81488,GUERNSEY,22
TOXEMIA,81489,TANZANIA,13
NEWBOTTLE,81490,JERSEY,83
BUNYAVIRUS,81491,CUBA,34
HAIFA,81492,MONTSERRAT,60
MAURITIUS,81493,AFGHANISTAN,92
DIKE,81494,GUINEA-BISSAU,30
FOURER,81495,BOTSWANA,88
CHAIN FERN,81496,ARUBA,73
CHOLERA,81497,LAOS,33
GROVELAND,81498,MALTA,17
OENOTHERA,81499,BURUNDI,100
LILYDALE,81500,SOMALIA,55
DÙN,81501,SLOVAKIA,64
WHANGANUI,81502,ANGOLA,97
OLD HEATH,81503,SOUTH KOREA,94
MYKINES,81504,SAMOA,98
BILOPHILA,81505,SPAIN,84
PLUMBEY,81506,GUINEA,23
SEDUM,81507,CHILE,17
DYSART,81508,SCOTLAND,75
ACANTHUS,81509,MACAU,21
DECARYA,81510,HERZEGOVINA,93
BAGØ,81511,SAN MARINO,37
SUMATRA,81512,CHINA,3
ASTAKIDA,81513,FAROE ISLANDS,73
BEE TREE,81514,BOLIVIA,31
RAROTONGA,81515,LITHUANIA,36
MANDEVILLA,81516,YEMEN,75
THRASHBUSH,81517,CAMEROON,38
OLDLAND,81518,REPUBLIC OF IRELAND,14
FINNØY,81519,IRAQ,67
HYPOESTES,81520,BENIN,93
CYANOTIS,81521,BOSNIA,87
HEDDON,81522,ERITREA,90
SURTSEY,81523,RWANDA,47
DARROW BAR,81524,MICRONESIA,9
EPIGAEA,81525,MACEDONIA,58
PARONYCHIA,81526,EQUATORIAL GUINEA,14
MOHAWK,81527,BULGARIA,2
PRUNELLA,81528,CHINA,20
STONEHILL,81529,PUERTO RICO,61
SMALL 185,81530,KAZAKHSTAN,12
GELLIN,81531,JAMAICA,22
ACER,81532,LITHUANIA,59
PARK MILL,81533,COMOROS,66
BRYN MALLY,81534,BURMA,19
VORMSI,81535,ITALY,38
TIKEHAU,81536,GAMBIA,97
BOLLEA,81537,SWITZERLAND,70
BLUE VEINS,81538,URUGUAY,41
ADARA,81539,SOUTHERN IRELAND,89
GLEDITSIA,81540,ARGENTINA,14
SCHAW,81541,GUAM,26
ECLYPSE,81542,SOUTH AFRICA,28
PAULOWNIA,81543,GUERNSEY,59
TOKELAU,81544,SLOVENIA,69
BLANCHARD,81545,LESOTHO,3
OLSENELLA,81546,PORTUGAL,68
TAVIRA,81547,ICELAND,51
HASSALEH,81548,USA,70
MOSS HALL,81549,SOUTH OSSETIA,65
BERMUDA,81550,JAPAN,83
ZANZIBAR,81551,IRAN,63
BANOCKBURN,81552,ANGOLA,32
NEWHILL,81553,TAJIKISTAN,64
SCOUT,81554,BHUTAN,52
COPINSAY,81555,ANTIGUA AND BARBUDA,37
NEWBURY,81556,SERBIA,87
MENINGITIS,81557,TUNISIA,97
FELLEND,81558,ZAMBIA,69
DISOCACTUS,81559,TURKS AND CAICOS ISLANDS,94
ROMNEYA,81560,CZECH REPUBLIC,38
WOODEND,81561,ESTONIA,61
BALAKLAVA,81562,GUATEMALA,20
SASA,81563,COSTA RICA,1
EDENTULISM,81564,FINLAND,97
WOODPARK,81565,MONTENEGRO,61
CHAFARINAS,81566,MICRONESIA,24
TASINGE,81567,GHANA,3
BETA,81568,UNITED STATES,75
ELIOT,81569,UKRAINE,15
ELNATH,81570,GIBRALTAR,56
GOTCHA,81571,SOUTH OSSETIA,80
WELLESLEY,81572,CHRISTMAS ISLAND,1
ELETTARIA,81573,POLAND,12
CALLTRIS,81574,TRISTAN DA CUNHA,75
RACECOURSE,81575,MALAWI,24
DEVILWOOD,81576,WALLIS AND FUTUNA WALLIS AND FUTUNA,1
CIRSIUM,81577,CHAD,28
CWMDARE,81578,SOLOMON ISLANDS,56
KALYMNOS,81579,AMERICA,99
LANMORLAIS,81580,SAN MARINO,3
S�?O TOMÉ,81581,VATICAN CITY,73
RUSH,81582,NAURU,37
COUSINE,81583,EIRE,56
STONEHOUSE,81584,ROMANIA,41
GROUP II D,81585,NAMIBIA,54
GAGEA,81586,NAURU,61
MAREHAY,81587,JAMAICA,58
RED LUMB,81588,C�TE D'IVOIRE,25
EAST ROUS,81589,UNITED STATES OF AMERICA,30
WEST POINT,81590,GRENADA,32
DULES,81591,VATICAN CITY,93
AKSI,81592,MACAU,59
CWMYGLO,81593,ANGUILLA,37
T-1,81594,BOLIVIA,14
HEMERA,81595,ALGERIA,69
WESTBURN,81596,ANGUILLA,52
BANFILLS,81597,MALTA,20
ANTARES,81598,HONDURAS,59
BABESIOSIS,81599,TURKS AND CAICOS ISLANDS,61
SESBANIA,81600,ROMANIA,21
INTRUDER,81601,FRENCH POLYNESIA,25
HESTUR,81602,NAURU,85
KERATITIS,81603,POLAND,75
POOLEY,81604,GUATEMALA,56
RIBER,81605,MOROCCO,26
RHINITIS,81606,GUATEMALA,39
PUKAPUKA,81607,LIBYA,19
BRASSIDE,81608,VENEZUELA,6
JAMESIA,81609,URUGUAY,2
PEPEROMIA,81610,CAPE VERDE,91
MURZIM,81611,GUINEA,51
SPASTICITY,81612,MALDIVES,38
BROWN RIGG,81613,PAPUA NEW GUINEA,55
DERNISH,81614,SOLOMON ISLANDS,39
OERSKOVIA,81615,MALAWI,96
SIFNOS,81616,SWAZILAND,2
AULDTON,81617,PARAGUAY,30
AUSKERRY,81618,NORTHERN IRELAND,46
ROCK HILL,81619,ANGOLA,29
ACHILLEA,81620,UZBEKISTAN,16
GAWN,81621,C�TE D'IVOIRE,94
ALBIZIA,81622,LESOTHO,94
DEEPMOOR,81623,THAILAND,64
ACROCOMIA,81624,KIRIBATI,28
PEPPER,81625,FINLAND,52
CORUNA3,81626,ARGENTINA,82
CRANE,81627,TRINIDAD,21
DIPLAZIUM,81628,ARUBA,1
CARLLWYN,81629,MALTA,38
WATER CAY,81630,NICARAGUA,33
JUNCTION,81631,HONG KONG,22
ADENOMA,81632,AUSTRALIA,37
MARY,81633,UZBEKISTAN,92
MAJULI,81634,NEW CALEDONIA,90
CRADLE CAP,81635,PUERTO RICO,83
MYERS LANE,81636,ALGERIA,46
FLUOROSIS,81637,ARGENTINA,32
TRAJAN,81638,YEMEN,15
ANAEROMUSA,81639,SAHRAWI ARAB,8
TETRAPANAX,81640,LIBYA,3
GARRATT,81641,MARSHALL ISLANDS,40
STOCKFIELD,81642,CHILE,51
BUTTERWORT,81643,GABON,57
BLAYNEA,81644,SAINT KITTS AND NEVIS,81
MYOSOTIS,81645,NICARAGUA,96
SPIKE RUSH,81646,CROATIA,24
MICROBES,81647,AKROTIRI,17
EGERIA,81648,NORTHERN IRELAND,4
HELLEBORE,81649,GABON,57
KELSEYA,81650,BOSNIA AND HERZEGOVINA,84
MANSTON,81651,RUSSIA,69
ACME,81652,MARSHALL ISLANDS,86
IBIZA,81653,CAMEROON,66
NAVY,81654,MALAWI,69
SUTTERELLA,81655,ALBANIA,92
BRYANTELLA,81656,LIBYA,45
SWINHILL,81657,SIERRA LEONE,73
BIRLEY,81658,CAPE VERDE,92
V1028,81659,LITHUANIA,100
LUSTY BEG,81660,KUWAIT,27
MIRPHAK,81661,SOMALILAND,91
APATAKI,81662,NIGERIA,69
REEDY,81663,HONDURAS,100
SKYROS,81664,RWANDA,9
BROMELIA,81665,ANGOLA,42
CAWDOR,81666,NORWAY,51
QUAMASH,81667,SUDAN,77
ANTI-MIT,81668,ITALY,43
WYNN HALL,81669,FALKLAND ISLANDS,2
ADHIL,81670,KAZAKHSTAN,24
DENTON,81671,WALES,47
DUNGWORTH,81672,BANGLADESH,52
CHORT,81673,VATICAN CITY,56
PENRHOS,81674,SOMALILAND,41
ARBOVIRUS,81675,PITCAIRN ISLANDS,87
IB DEMONIC,81676,JAMAICA,34
SILKSWORTH,81677,COOK ISLANDS,48
HALOCOCCUS,81678,EGYPT,43
TROLLIUS,81679,PALAU,88
WINCHES,81680,BHUTAN,83
LONELY,81681,GUERNSEY,90
CHIDSWEL,81682,BURMA,3
CHERNOBYL,81683,PALESTINE,41
PINANGA,81684,EL SALVADOR,30
WATH MAIN,81685,CHINA,94
CHRISJ13,81686,TRINIDAD AND TOBAGO,87
SCILLA,81687,USA,90
NO-NAME,81688,ECUADOR,60
OTHONNA,81689,SOMALILAND,24
WOOLLEY,81690,ICELAND,64
FORNACIS,81691,MONTENEGRO,71
NORLEY,81692,GEORGIA,77
SNOWBERRY,81693,TOGO,89
BOYLE HILL,81694,FALKLAND ISLANDS,99
URCEOLINA,81695,ICELAND,66
VENGE-E,81696,NEPAL,62
SAUNDERS,81697,SINGAPORE,22
TITI,81698,KENYA,75
CREPIS,81699,SAMOA,64
PSYCHOSIS,81700,MONGOLIA,72
FERRIMONAS,81701,VATICAN CITY,34
ALADFAR,81702,NORTHERN MARIANA ISLANDS,90
CUPHEA,81703,KUWAIT,67
THURSFIELD,81704,CEYLON,96
DERWENT,81705,CANADA,14
HAWORTHIA,81706,WALLIS AND FUTUNA WALLIS AND FUTUNA,6
SATURDAY,81707,KOSOVO,100
PITCAIRNIA,81708,AZERBAIJAN,8
VAGAR,81709,TURKS AND CAICOS ISLANDS,56
EDV,81710,MALAWI,86
COFFEA,81711,ICELAND,84
OVAU,81712,SAMOA,51
LAVATERA,81713,BRAZIL,46
ALTHAM,81714,RWANDA,96
DREW,81715,MALTA,22
HARAKIRI,81716,AMERICA,70
TINNITUS,81717,SAINT PIERRE AND MIQUELON,25
SOUTH WOOD,81718,COSTA RICA,13
BLACK MOSS,81719,CONGO,7
PA-5792,81720,TOKELAU,93
SAMALGA,81721,HONG KONG,81
GAROVE,81722,PAPUA NEW GUINEA,21
CIOVO,81723,JAMAICA,5
MEDOMSLEY,81724,SAINT MARTIN,57
USSR 2144,81725,GREECE,100
WESTERTON,81726,LIBYA,22
HELIGOLAND,81727,GREENLAND,14
MICHAUXIA,81728,VIETNAM,74
SINNINGIA,81729,IVORY COAST,95
HISINGEN,81730,SIERRA LEONE,67
GRUNAY,81731,AUSTRALIA,66
VITEX,81732,CHILE,76
AUREED,81733,NAMIBIA,94
AQUIFEX,81734,VIRGIN ISLANDS,71
WALL,81735,HONG KONG,40
MALAKULA,81736,MONGOLIA,39
SHELLDRAKE,81737,BELIZE,51
SUTTON,81738,UNITED KINGDOM,95
HANGOVER,81739,ENGLAND,63
WAUTERSIA,81740,LESOTHO,2
RIDGEWAY,81741,MAYOTTE,83
F-WORD,81742,CANADA,40
LYGODIUM,81743,MOLDOVA,100
HOMICIDE,81744,BERMUDA,1
SCROLL,81745,SUDAN,59
IRIS,81746,PAPUA NEW GUINEA,53
MORTON,81747,TOGO,82
CATARRH,81748,SOUTHERN IRELAND,90
CLARE,81749,GUAM,100
INULA,81750,ISRAEL,59
BELLS DYKE,81751,ENGLAND,63
HEWLETT,81752,MAYOTTE,37
GALLSTONES,81753,NIGERIA,5
PARK HALL,81754,KOSOVO,1
CROSS OVER,81755,NETHERLANDS ANTILLES,81
SYLVIA,81756,CONGO,57
CROW EDGE,81757,SUDAN,37
TRIMDON,81758,DENMARK,38
STELLA,81759,CHINA,76
ANGOPHORA,81760,GREECE,69
AETHER,81761,NEW CALEDONIA,96
TICKSEED,81762,SVALBARD,23
PR�?NCIPE,81763,GUAM,85
SANAK,81764,ISLE OF MAN,10
KUROSHIMA,81765,ISLE OF MAN,88
SOPHORA,81766,NIGER,22
STACHYURUS,81767,PITCAIRN ISLANDS,49
MARASMUS,81768,JORDAN,22
ANGUILLITA,81769,URUGUAY,24
CKSUM,81770,BELIZE,73
BAREOMBE,81771,MOROCCO,39
BEER,81772,GUAM,24
GONIOLIMON,81773,BOSNIA AND HERZEGOVINA,45
ABUTILON,81774,CUBA,19
EOS,81775,AMERICAN SAMOA,53
NORTH END,81776,TRANSNISTRIA,55
NASHIRA,81777,MALDIVES,9
CALDILINEA,81778,MYANMAR,3
SAPODILLA,81779,PALAU,17
PAXI,81780,BRUNEI,29
POOL HAYES,81781,HONG KONG,26
MUCUNA,81782,CENTRAL AFRICAN REPUBLIC,66
WIREHALL,81783,SOUTH OSSETIA,76
BROWSER,81784,EAST TIMOR,51
ALLIUM,81785,VANUATU,52
PINXTON,81786,UGANDA,75
LOPUD,81787,KENYA,76
COEUS,81788,BRAZIL,24
EPPLETON,81789,GRENADA,18
HORDEUM,81790,BOSNIA AND HERZEGOVINA,46
HERNIA,81791,NICARAGUA,90
PIMELEA,81792,SAINT KITTS AND NEVIS,40
SILBA,81793,VIRGIN ISLANDS,79
HENEQUIN,81794,MEXICO,42
YUKON,81795,ZAMBIA,61
INOFENSIVO,81796,THAILAND,41
DIERAMA,81797,LATVIA,66
VALERIAN,81798,SERBIA,38
AOGASHIMA,81799,BOTSWANA,17
GABARET,81800,CONGO,79
SUNDEVIL,81801,BOTSWANA,25
SEMTEX,81802,BRAZIL,85
STARVE,81803,PARAGUAY,91
GREENHILL,81804,MALI,52
BRIJUNI,81805,BAHAMAS,55
HIGHAM,81806,NIGER,76
NAILSTONE,81807,FRANCE,68
LEVITHA,81808,GUINEA,66
SADALMELIK,81809,SAINT LUCIA,15
ANSLEY NOS,81810,PHILIPPINES,8
GOODIN,81811,ARGENTINA,84
INFLUENZA,81812,INDIA,24
STREYMOY,81813,CENTRAL AFRICAN REPUBLIC,96
ABBASAK,81814,THAILAND,3
LLEST,81815,COSTA RICA,25
SILYBUM,81816,PALESTINE,46
NUKULOA,81817,ETHIOPIA,73
ARAUJIA,81818,MACAU,5
DYSLEXIA,81819,SOUTH AFRICA,45
AEROMONAS,81820,HONDURAS,49
FICUS,81821,MONGOLIA,69
LAURELIA,81822,SOUTH KOREA,34
GULLET,81823,TOBAGO,97
PLEASURE,81824,UGANDA,16
TULIP TREE,81825,GAMBIA,20
BONVILLES,81826,AMERICAN SAMOA,57
BEWARE,81827,LUXEMBOURG,95
CALLENDAR,81828,ABKHAZIA,83
HA,81829,PORTUGAL,39
SEGULA,81830,GREENLAND,21
GOREE,81831,MAURITIUS,62
WOODHILL,81832,SLOVENIA,20
HEDYSARUM,81833,BELIZE,27
CHR-869,81834,EL SALVADOR,59
BENHAR,81835,TONGA,71
MAEWO,81836,JAPAN,99
FLUVIICOLA,81837,CAMEROON,34
INSUA,81838,BOSNIA AND HERZEGOVINA,19
DRYAS,81839,AKROTIRI,28
REDACRE,81840,BRUNEI,32
FROSTBITE,81841,FRENCH POLYNESIA,83
MINQUIERS,81842,SLOVAKIA,2
TOWNSEND,81843,SENEGAL,26
NYMANIA,81844,URUGUAY,4
CORTUSA,81845,CUBA,51
STORA FORO,81846,VIETNAM,92
KISH,81847,LAOS,87
VOLUSIANUS,81848,SAINT LUCIA,92
CHILOANE,81849,INDONESIA,8
PALMERSTON,81850,VENEZUELA,67
HYOSCYAMUS,81851,MONACO,88
KLIPPA,81852,TANZANIA,18
CALLA,81853,SOUTH OSSETIA,87
WALKER CAY,81854,GIBRALTAR,19
PROVINCE,81855,ECUADOR,50
BIGGA,81856,QATAR,8
CANDLE,81857,AUSTRALIA,98
SEVENDUST,81858,URUGUAY,18
NOMUKA IKI,81859,PANAMA,86
EVE HILL,81860,FINLAND,41
MONKSHOOD,81861,FAROE ISLANDS,91
AGNES,81862,HUNGARY,55
BRESSAY,81863,BRUNEI,86
STRYNØ,81864,CAYMAN ISLANDS,58
CALIBANUS,81865,SPAIN,66
NOOK,81866,CEYLON,77
PENN HALL,81867,SAUDI ARABIA,86
RHOICISSUS,81868,JERSEY,59
ROYAL,81869,PALESTINE,10
MOSTON,81870,MAURITANIA,98
FILARIASIS,81871,EAST TIMOR,44
COCKBURN,81872,NORTHERN MARIANA ISLANDS,29
ONO,81873,MALAYSIA,59
DELIRIUM,81874,MOZAMBIQUE,23
SEPSIS,81875,PUERTO RICO,25
SEAHAM,81876,IRAQ,14
AIDS II,81877,SAHRAWI ARAB,23
PARITY B,81878,VIETNAM,62
EYE CANCER,81879,GUINEA BISSAU,21
CALOMERIA,81880,ETHIOPIA,12
MOUTOA,81881,NIGERIA,66
ENREKA,81882,REPUBLIC OF IRELAND,86
SAND CAY,81883,LUXEMBOURG,35
TREMOR,81884,ISLE OF MAN,61
DANDRUFF,81885,EL SALVADOR,57
HEATH,81886,TRANSNISTRIA,100
SUNDROPS,81887,SWITZERLAND,59
SWEETGUM,81888,TONGA,56
MARZIA,81889,UNITED STATES VIRGIN ISLANDS,5
SHOCK,81890,PALESTINE,40
CREAMCUPS,81891,LAOS,68
CYCLAMEN,81892,AFGHANISTAN,76
GORGONA,81893,INDIA,61
WHEEZING,81894,COCOS,18
DEMENTIA,81895,UGANDA,53
ILOVEYOU,81896,EIRE,58
DARWINIA,81897,LUXEMBOURG,13
JAMAICA,81898,SOUTHERN IRELAND,100
RED HILL,81899,PUERTO RICO,62
SKY VINE,81900,CENTRAL AFRICAN REPUBLIC,37
HIPPOPHAE,81901,GUYANA,31
GUBBERADDA,81902,CUBA,63
OLD OAK,81903,VIETNAM,45
CELYNEN,81904,SERBIA,9
SPENNYMOOR,81905,UZBEKISTAN,32
MILL LANE,81906,GAMBIA,25
DAISHAN,81907,PERU,54
PARADISEA,81908,SAN MARINO,8
VIRGILIA,81909,PORTUGAL,20
PULAU RAWA,81910,QATAR,33
SWAINSON,81911,TRANSNISTRIA,11
BRIDGET,81912,SOLOMON ISLANDS,63
INVENTION,81913,CHINA,64
BRANCEPETH,81914,BOSNIA,46
V2P6,81915,LIBYA,42
CEDAR,81916,NIGER,99
SWAN FARM,81917,CHILE,91
MYOPATHY,81918,VATICAN CITY,54
ADA,81919,LIBERIA,73
KUTZNERIA,81920,LIBYA,60
VRON,81921,PALESTINE,89
AMSTRAD,81922,IRAN,1
WYNNSTAY,81923,RWANDA,83
SHEPHERDIA,81924,CANADA,40
DONOUSSA,81925,KOSOVO,37
KERI,81926,PAPUA NEW GUINEA,22
ANANKE,81927,VIETNAM,56
TURBO,81928,ICELAND,97
ATOMIC2B,81929,NORTHERN MARIANA ISLANDS,58
HICCUPS,81930,SERBIA,65
BITRA,81931,BULGARIA,34
SILVER3B,81932,SUDAN,79
BLAIRHALL,81933,GUAM,79
AZORELLA,81934,GUINEA BISSAU,19
EXPLODE,81935,EGYPT,43
HAWTHORN,81936,CROATIA,43
WINDSOR,81937,PORTUGAL,56
ANEGADA,81938,ISRAEL,89
PIPERI,81939,UNITED STATES,71
JEFF,81940,EIRE,79
STEEPLE,81941,CONGO,25
PROSPER,81942,EAST TIMOR,59
ACETONEMA,81943,NETHERLANDS,28
TEGUA,81944,PAKISTAN,3
DINAS MAIN,81945,HUNGARY,53
CANDYTUFT,81946,SOUTH KOREA,99
MAGNOLIA,81947,PITCAIRN ISLANDS,61
ARUM FERN,81948,MALDIVES,55
MANETTIA,81949,CAMEROON,4
STAFF VINE,81950,ESTONIA,36
WASAT,81951,MALDIVES,65
MOSS HOUSE,81952,EL SALVADOR,58
HEYFIELD,81953,EIRE,69
REGULUS,81954,FINLAND,96
MITRARIA,81955,ARUBA,34
TRIENTALIS,81956,SOMALIA,87
PCV,81957,SYRIA,49
DAFFODIL,81958,SENEGAL,3
MISERABLE,81959,AZERBAIJAN,27
PCBB3072,81960,ARGENTINA,79
POSSUMHAW,81961,MALTA,64
BRYNN MOSS,81962,SAINT VINCENT AND THE GRENADINES,70
FLORENCE,81963,BELIZE,65
GEADA,81964,JAMAICA,7
CURCULIGO,81965,ITALY,17
NEUROSIS,81966,TRISTAN DA CUNHA,56
MAY LILY,81967,UKRAINE,78
OSTROW,81968,ANTIGUA AND BARBUDA,10
PHAIUS,81969,BELGIUM,2
HELXINE,81970,NETHERLANDS,6
BAYTON,81971,ICELAND,10
PHILAE,81972,TAJIKISTAN,37
YANIA,81973,CHAD,55
ANTHURIUM,81974,THAILAND,34
MCQUADE,81975,TOKELAU,45
HAZELNUT,81976,NORTHERN MARIANA ISLANDS,88
XANTHOSOMA,81977,SERBIA,45
BESCOLT,81978,BARBADOS,19
TEXEL,81979,NORTHERN IRELAND,64
SHELF,81980,URUGUAY,35
STEWARTIA,81981,NAMIBIA,22
DENNISON,81982,ANGUILLA,20
AGROMYCES,81983,FRANCE,43
PLUM,81984,ARGENTINA,89
CHELONE,81985,GHANA,82
ESCOBARIA,81986,YEMEN,84
ALPHARD,81987,ISRAEL,40
HAMSTEELS,81988,GERMANY,55
BARRWOOD,81989,CAMBODIA,76
WEDDELL,81990,BENIN,10
HADSELØYA,81991,BELARUS,86
HILL TOP,81992,CAPE VERDE,94
WATERSIDE,81993,MACAU,94
CROTON,81994,ETHIOPIA,6
ACIPHYLLA,81995,CHILE,74
PULAU ALOR,81996,EAST TIMOR,48
RODDYMOOR,81997,SOUTH OSSETIA,87
CWMCLYDACH,81998,THAILAND,15
HORROR,81999,COSTA RICA,100
CENTRE,82000,EQUATORIAL GUINEA,2
WELLSHOT,82001,SPAIN,52
DIGITALIS,82002,NAURU,50
THITU,82003,HONDURAS,75
RED MAPLE,82004,CUBA,62
FLORADORA,82005,PARAGUAY,33
NEOLITSEA,82006,PALAU,10
BROADOAK,82007,BARBADOS,58
SATURNA,82008,NEW ZEALAND,96
UMEZAWAEA,82009,TUNISIA,20
CHIEF'S,82010,NAMIBIA,34
ROCKLEY,82011,SOUTHERN IRELAND,5
ANTHEMIUS,82012,VENEZUELA,77
WOLFMAN,82013,GUERNSEY,98
ISCHIA,82014,YEMEN,46
ALTY,82015,IRAQ,91
THALICTRUM,82016,LIBYA,53
ELLESMERE,82017,FIJI,71
MAJURO,82018,GUINEA BISSAU,35
HEDYCHIUM,82019,SAN MARINO,40
PENRHIWFER,82020,VATICAN CITY,60
NELUMBO,82021,HAITI,31
PAP-SZIGET,82022,FINLAND,77
SERRATIA,82023,ARMENIA,33
NORDEROOG,82024,ISLE OF MAN,84
SLACKIA,82025,KENYA,32
TYNEWYDD,82026,FIJI,51
DURIAN,82027,UZBEKISTAN,41
VASCULITIS,82028,ECUADOR,93
LYTHRUM,82029,BOSNIA AND HERZEGOVINA,17
PATROKLOU,82030,CENTRAL AFRICAN REPUBLIC,43
CHANCROID,82031,AZERBAIJAN,74
DARK LANE,82032,SWAZILAND,39
WILBUR 3,82033,PALAU,41
COCO,82034,BRAZIL,16
HORNBEAM,82035,HERZEGOVINA,71
EGILSAY,82036,ESTONIA,5
AIR PLANT,82037,SWEDEN,9
CANONBIE,82038,SCOTLAND,51
BURRADON,82039,MONGOLIA,13
